symbol,date,dividends
DIS,2014-12-11,1.15
DIS,2015-07-01,0.66
DIS,2015-12-10,0.71
DIS,2016-07-07,0.71
DIS,2016-12-08,0.78
DIS,2017-07-06,0.78
DIS,2017-12-08,0.84
DIS,2018-07-06,0.84
DIS,2018-12-07,0.88
DIS,2019-07-05,0.88
DIS,2019-12-13,0.88
DIS,2023-12-08,0.3
