symbol,date,dividends
spg,2019-02-13,2.05
spg,2019-05-16,2.05
spg,2019-08-15,2.1
spg,2019-11-14,2.1
spg,2020-02-13,2.1
spg,2020-07-09,1.3
spg,2020-10-08,1.3
spg,2020-12-23,1.3
spg,2021-04-08,1.3
spg,2021-07-01,1.4
spg,2021-09-08,1.5
spg,2021-12-09,1.65
spg,2022-03-09,1.65
spg,2022-06-08,1.7
spg,2022-09-08,1.75
spg,2022-12-08,1.8
spg,2023-03-09,1.8
spg,2023-06-08,1.85
spg,2023-09-07,1.9
spg,2023-12-07,1.9
